merchant_id,account_age_days,balance,days_since_last_tx,dropped_out
abc0001122,1717,0.0,1260,1
abc0001123,1717,0.0,1260,1
abc0001124,1717,0.0,1260,1
abc0001125,1717,0.0,1260,1
abc0001126,1717,0.0,1260,1
abc0001127,1716,-353.91,1260,1
abc0001128,1716,0.0,1260,1
abc0001129,1716,-650.001,357,0
abc0001129,1716,21.236,654,0
abc0001130,1716,0.0,1260,1
abc0001131,1716,0.0,1260,1
abc0001132,1715,2.0,528,0
abc0001133,1715,0.0,1260,0
abc0001134,1714,0.0,1260,1
abc0001135,1714,0.0,1260,1
abc0001136,1714,0.0,1260,1
abc0001137,1713,0.0,1260,1
abc0001138,1713,0.0,1260,1
abc0001139,1713,0.0,1260,1
abc0001140,1712,0.0,1260,1
abc0001141,1712,0.0,1260,1
abc0001142,1712,0.0,1260,1
abc0001143,1712,0.0,1260,1
abc0001144,1712,85.0,1260,1
abc0001145,1711,0.0,1260,1
abc0001145,1711,0.0,1260,1
abc0001146,1711,0.0,1260,1
abc0001147,1710,0.0,1260,1
abc0001148,1709,0.0,1260,1
abc0001149,1708,0.0,1260,1
abc0001150,1707,0.0,1260,1
abc0001151,1707,0.0,1260,1
abc0001152,1707,0.0,1260,1
abc0001153,1705,-204.01,1260,1
abc0001154,1705,0.0,1260,1
abc0001155,1705,-37243.122500000005,357,0
abc0001156,1705,0.0,1260,1
abc0001157,1705,-78.72590000000001,401,0
abc0001158,1704,0.0,1260,1
abc0001159,1704,0.0,1260,1
abc0001160,1704,-413.24,1186,1
abc0001161,1703,0.0,1260,1
abc0001162,1703,38.77,1260,1
abc0001163,1702,0.0,1260,1
abc0001164,1702,0.0,1260,0
abc0001165,1702,0.0,1260,1
abc0001166,1702,0.0,1260,1
abc0001167,1702,0.0,1150,0
abc0001168,1701,0.0,1260,1
abc0001171,1700,0.0,1260,1
abc0001172,1700,0.0,1260,1
abc0001173,1700,0.0,1260,1
abc0001174,1700,0.0,1260,1
abc0001175,1699,0.0,1260,1
abc0001176,1699,0.0,1260,1
abc0001177,1699,0.0,1260,1
abc0001178,1698,0.0,1260,1
abc0001179,1698,0.0,1260,1
abc0001180,1698,0.0,1260,1
abc0001181,1698,0.0,1260,1
abc0001182,1698,0.0,1260,1
abc0001183,1697,0.0,1260,1
abc0001184,1697,0.0,1260,1
abc0001185,1697,0.0,1260,1
abc0001186,1697,0.0,1260,1
abc0001187,1697,0.15,1260,1
abc0001188,1697,0.0,1260,1
abc0001189,1696,0.0,1260,1
abc0001190,1696,-6151.360000000001,1260,1
abc0001191,1696,-847419.6618000001,356,0
abc0001192,1696,0.0,1260,1
abc0001193,1695,0.0,1260,1
abc0001194,1695,0.0,1260,1
abc0001195,1695,0.0,1260,1
abc0001196,1694,0.0,1260,0
abc0001197,1694,0.0,1260,1
abc0001198,1694,0.0,1260,1
abc0001199,1694,-125.0,1260,1
abc0001200,1693,0.0,1260,1
abc0001201,1693,0.0,1260,1
abc0001202,1692,0.0,1260,1
abc0001203,1692,0.0,1260,1
abc0001204,1692,0.0,1260,1
abc0001205,1692,0.0,1260,1
abc0001206,1692,0.0,1260,1
abc0001207,1691,6.0,1260,1
abc0001208,1691,0.0,1260,1
abc0001209,1691,0.0,1260,1
abc0001210,1690,0.0,1260,1
abc0001211,1690,0.0,1260,1
abc0001212,1689,0.0,1260,1
abc0001213,1689,0.0,1260,1
abc0001214,1688,0.0,1260,1
abc0001215,1688,0.0,1260,1
abc0001216,1687,0.0,1260,1
abc0001217,1687,0.0,1260,1
abc0001218,1686,0.0,1260,1
abc0001219,1686,0.0,1260,1
abc0001220,1686,0.0,1260,1
abc0001221,1686,0.0,1260,1
abc0001222,1685,0.0,1260,1
abc0001223,1685,0.0,1260,1
abc0001224,1685,-20.93,906,0
abc0001225,1684,0.0,1260,1
abc0001226,1684,0.0,1260,1
abc0001227,1684,0.1,1260,1
abc0001227,1684,0.0,1260,1
abc0001228,1683,0.0,1260,1
abc0001229,1683,0.0,1260,1
abc0001230,1683,0.0,1260,1
abc0001231,1683,0.0,1260,1
abc0001232,1682,0.0,1260,1
abc0001233,1682,0.0,1260,1
abc0001234,1682,0.0,1260,1
abc0001235,1681,0.0,1260,1
abc0001235,1681,384.48,1260,1
abc0001236,1681,0.0,1260,1
abc0001237,1680,0.0,1260,1
abc0001238,1680,0.0,1260,1
abc0001239,1680,0.0,1260,1
abc0001240,1679,0.0,1260,1
abc0001241,1679,0.0,1260,1
abc0001242,1679,0.0,1260,1
abc0001243,1679,0.0,1260,1
abc0001244,1678,0.0,1260,1
abc0001245,1678,0.0,1260,1
abc0001246,1678,0.0,1260,1
abc0001247,1678,0.0,1260,1
abc0001248,1678,0.0,1260,1
abc0001249,1677,0.0,1260,1
abc0001250,1677,0.0,1260,1
abc0001251,1677,0.0,1260,1
abc0001252,1677,1.17,1260,1
abc0001253,1676,0.0,1260,1
abc0001254,1676,0.0,1260,1
abc0001255,1676,0.0,1260,1
abc0001256,1676,0.0,1260,1
abc0001257,1676,-3.1999999999999997,729,0
abc0001258,1675,0.0,1260,1
abc0001259,1675,0.0,1260,1
abc0001260,1675,0.0,1260,1
abc0001261,1674,0.0,1260,0
abc0001262,1674,0.0,1260,1
abc0001263,1674,0.0,1260,1
abc0001264,1673,0.0,1260,1
abc0001265,1673,0.0,1260,1
abc0001266,1673,0.0,1260,1
abc0001267,1672,0.0,1260,1
abc0001268,1672,0.0,1260,1
abc0001269,1671,0.0,1260,1
abc0001270,1670,0.0,1260,1
abc0001271,1670,0.0,1260,1
abc0001272,1669,0.0,1260,1
abc0001273,1669,-285.35,1107,1
abc0001274,1669,0.0,1260,1
abc0001275,1668,0.0,1260,1
abc0001276,1668,0.0,1260,1
abc0001277,1668,0.0,1260,1
abc0001278,1668,0.0,1260,1
abc0001279,1667,0.0,1260,1
abc0001280,1667,0.0,1260,1
abc0001281,1667,0.0,1260,1
abc0001282,1667,0.0,1260,1
abc0001283,1666,0.0,1260,1
abc0001284,1666,0.0,1260,1
abc0001285,1666,0.0,1260,1
abc0001286,1665,0.0,1260,1
abc0001287,1664,0.0,1260,1
abc0001288,1663,0.0,1260,1
abc0001289,1663,0.0,1260,1
abc0001290,1663,0.0,1260,1
abc0001291,1663,0.0,1260,1
abc0001292,1663,0.0,1260,1
abc0001293,1663,0.0,1260,1
abc0001294,1663,0.0,1260,1
abc0001295,1663,0.0,1260,1
abc0001296,1663,0.0,1260,1
abc0001297,1663,0.0,1260,1
abc0001298,1663,0.0,1260,1
abc0001299,1662,0.0,1260,1
abc0001300,1662,0.0,1260,1
abc0001301,1662,0.0,1260,1
abc0001302,1662,0.0,1260,1
abc0001303,1662,0.0,1260,1
abc0001304,1662,0.0,1260,1
abc0001305,1661,0.0,1260,1
abc0001306,1661,0.0,1260,1
abc0001307,1661,0.0,1260,1
abc0001308,1661,0.0,1260,1
abc0001309,1661,0.0,1260,1
abc0001310,1660,0.0,1260,1
abc0001311,1659,0.0,1260,1
abc0001312,1659,0.0,1260,1
abc0001313,1658,0.0,1260,1
abc0001314,1658,0.0,1260,1
abc0001314,1658,0.0,1260,1
abc0001315,1656,0.0,1260,1
abc0001316,1656,10.68,1260,1
abc0001317,1656,0.0,1260,1
abc0001317,1656,717.15,1260,1
abc0001318,1656,0.0,1260,1
abc0001319,1655,0.0,1260,1
abc0001320,1655,0.0,1260,1
abc0001321,1654,0.0,1260,1
abc0001322,1654,-118.8,1260,1
abc0001323,1653,0.0,1260,1
abc0001324,1653,-130.37,1260,1
abc0001325,1653,-9391.9337,653,1
abc0001326,1653,-23179.4457,534,1
abc0001327,1653,-1335.35,715,1
abc0001328,1653,0.0,1260,1
abc0001329,1653,-1077.74,1260,1
abc0001330,1653,0.0,1260,1
abc0001331,1653,-4849.013700000001,466,1
abc0001332,1653,-3278.43,1032,1
abc0001333,1653,0.0,1260,1
abc0001334,1653,0.0,1260,1
abc0001335,1653,0.0,1260,1
abc0001336,1653,0.0,1260,1
abc0001337,1653,0.0,1260,1
abc0001338,1653,0.0,1260,1
abc0001339,1653,0.0,1260,1
abc0001340,1652,0.0,1260,1
abc0001341,1652,0.0,1260,1
abc0001342,1651,0.0,1260,1
abc0001343,1649,0.0,1260,1
abc0001344,1649,0.0,1260,1
abc0001345,1649,0.0,1260,1
abc0001346,1648,0.0,1260,1
abc0001347,1648,0.0,1260,1
abc0001348,1648,0.0,1260,1
abc0001349,1648,0.0,1260,1
abc0001350,1648,0.0,1260,1
abc0001351,1648,-427949.0776,356,0
abc0001352,1647,-1275.99,1260,1
abc0001352,1647,-195.83,1260,1
abc0001353,1646,0.0,1260,1
abc0001354,1646,0.0,1260,1
abc0001354,1646,0.0,1260,1
abc0001355,1646,0.0,1260,1
abc0001356,1646,0.0,1260,1
abc0001357,1645,0.0,1260,1
abc0001358,1645,0.0,1260,1
abc0001359,1645,0.0,1260,1
abc0001360,1645,0.0,1260,1
abc0001361,1643,0.0,1260,1
abc0001362,1643,0.0,1260,1
abc0001363,1643,0.0,1260,1
abc0001364,1642,0.0,1260,1
abc0001365,1642,0.0,1260,1
abc0001366,1642,16915.18,1260,1
abc0001366,1642,0.0,1260,1
abc0001367,1642,0.0,1260,1
abc0001368,1641,0.0,1260,1
abc0001369,1641,0.0,1260,1
abc0001370,1641,-993.59,1260,1
abc0001371,1641,0.0,1260,1
abc0001372,1641,0.0,1260,1
abc0001373,1641,-410.1,1260,1
abc0001374,1641,-2023.4100000000003,942,1
abc0001375,1641,0.0,1260,1
abc0001376,1641,-297.81,1260,1
abc0001377,1641,0.0,1260,1
abc0001378,1641,0.0,1260,1
abc0001379,1641,0.0,1260,1
abc0001379,1641,0.0,1260,1
abc0001380,1640,0.0,1260,1
abc0001381,1640,0.0,1260,1
abc0001382,1640,0.0,1260,1
abc0001383,1640,0.0,1260,1
abc0001384,1640,-216887.65,715,1
abc0001385,1640,0.0,1260,1
abc0001386,1639,0.0,1260,1
abc0001387,1639,0.0,1260,1
abc0001388,1639,0.0,1260,1
abc0001389,1639,0.0,1260,1
abc0001390,1639,0.0,1260,1
abc0001391,1639,0.0,1260,1
abc0001392,1638,18.0,1260,1
abc0001393,1638,0.0,1260,1
abc0001394,1636,0.0,1260,1
abc0001395,1636,0.0,1260,1
abc0001396,1636,0.0,1260,1
abc0001397,1634,0.0,1260,1
abc0001398,1634,0.0,1260,1
abc0001399,1634,0.0,1260,1
abc0001400,1633,0.0,1260,1
abc0001401,1633,0.0,1260,1
abc0001402,1633,0.0,1260,1
abc0001403,1632,-60.4,1260,1
abc0001404,1632,0.0,1260,1
abc0001405,1632,0.0,1260,1
abc0001406,1632,0.0,1260,1
abc0001407,1632,0.0,1260,1
abc0001408,1632,-93.05,1215,1
abc0001409,1632,0.0,1260,1
abc0001410,1632,0.0,1260,1
abc0001411,1632,0.0,1260,1
abc0001412,1632,0.0,1260,1
abc0001413,1631,0.0,1260,1
abc0001414,1631,0.0,1260,0
abc0001415,1631,0.0,1260,1
abc0001416,1631,0.0,1260,1
abc0001417,1631,0.0,1260,1
abc0001418,1631,0.0,1260,1
abc0001419,1630,-1027533.9296,359,0
abc0001420,1630,0.0,1260,1
abc0001421,1629,0.0,1260,1
abc0001422,1629,15.3,1260,1
abc0001422,1629,0.0,1260,1
abc0001423,1629,0.0,1260,1
abc0001424,1629,0.0,1260,1
abc0001424,1629,0.0,1260,1
abc0001425,1628,0.0,1260,1
abc0001426,1628,0.0,1260,1
abc0001427,1628,0.0,1260,1
abc0001428,1628,0.0,1260,1
abc0001429,1628,0.0,1260,1
abc0001430,1627,0.0,1260,1
abc0001430,1627,0.0,1240,1
abc0001431,1627,0.0,1260,1
abc0001432,1627,0.0,1260,1
abc0001433,1627,0.0,1260,1
abc0001434,1627,0.0,1260,1
abc0001435,1626,29.37,1142,1
abc0001436,1626,0.0,1260,1
abc0001437,1626,-419.95,1260,1
abc0001438,1626,-805.6608999999999,466,1
abc0001439,1626,0.0,1260,1
abc0001440,1625,-1175.0,1260,1
abc0001441,1625,0.0,1260,1
abc0001442,1624,0.0,1260,1
abc0001443,1624,0.0,1260,1
abc0001444,1624,0.0,1260,1
abc0001445,1624,-29.95,1260,1
abc0001446,1624,0.0,1260,1
abc0001447,1624,0.0,1260,1
abc0001448,1624,0.0,1260,1
abc0001449,1624,0.0,1260,1
abc0001450,1624,0.0,1260,1
abc0001451,1624,0.0,1260,1
abc0001452,1623,0.0,1260,1
abc0001509,1621,0.0,1260,1
abc0001509,1621,0.0,1260,1
abc0001510,1621,0.0,1260,1
abc0001511,1620,93.0,1260,0
abc0001512,1620,0.0,1260,0
abc0001513,1620,0.0,1260,0
abc0001514,1620,0.0,1260,1
abc0001515,1620,108.52,1260,1
abc0001515,1620,0.0,1260,1
abc0001516,1620,-10.0,1260,1
abc0001517,1620,0.0,1260,1
abc0001518,1620,0.0,1260,1
abc0001519,1620,0.0,1260,1
abc0001520,1619,0.0,1260,0
abc0001521,1619,0.0,1260,0
abc0001522,1619,0.0,1260,0
abc0001523,1619,0.0,1260,0
abc0001524,1619,0.0,1260,1
abc0001525,1619,0.0,1260,1
abc0001526,1618,0.0,1260,1
abc0001527,1618,0.0,1260,1
abc0001528,1618,0.0,1260,1
abc0001529,1618,-378.559,466,1
abc0001530,1618,0.0,1260,1
abc0001532,1618,0.0,1260,1
abc0001533,1618,0.0,1260,1
abc0001534,1618,0.0,1260,1
abc0001535,1618,0.0,1260,1
abc0001540,1618,0.0,1260,1
abc0001541,1616,0.0,1260,1
abc0001542,1616,0.0,1260,1
abc0001543,1616,0.0,1260,1
abc0001544,1616,0.0,1260,1
abc0001545,1616,0.0,1260,1
abc0001546,1616,-16185.3584,492,0
abc0001547,1616,0.0,1260,1
abc0001548,1615,0.0,1260,1
abc0001549,1614,0.0,1260,1
abc0001549,1614,0.0,1260,1
abc0001550,1614,0.0,1260,1
abc0001550,1614,0.0,1260,1
abc0001552,1614,0.0,1260,1
abc0001553,1614,0.0,1260,1
abc0001554,1614,0.0,1260,1
abc0001555,1614,-323.0,1260,1
abc0001556,1614,-99987.7952,357,0
abc0001557,1614,0.0,1260,1
abc0001558,1614,0.0,1260,1
abc0001559,1614,0.0,1260,1
abc0001560,1613,0.0,1260,1
abc0001561,1613,0.0,1260,1
abc0001562,1613,0.0,1260,1
abc0001563,1613,0.0,1260,1
abc0001564,1613,0.0,1260,1
abc0001565,1613,1201.39,1260,1
abc0001565,1613,0.0,1260,1
abc0001566,1612,0.0,1260,1
abc0001567,1612,22.2,1260,1
abc0001568,1612,0.0,1260,1
abc0001569,1612,0.0,1260,1
abc0001570,1611,0.0,1260,1
abc0001571,1610,0.0,1260,1
abc0001572,1610,0.0,1260,1
abc0001573,1610,0.0,1260,1
abc0001574,1610,-1.0,1260,1
abc0001575,1609,0.0,1260,1
abc0001576,1609,0.0,1260,1
abc0001577,1609,0.0,1260,1
abc0001578,1609,0.0,1260,1
abc0001579,1608,0.0,1260,1
abc0001580,1608,0.0,1260,1
abc0001581,1607,0.0,1260,0
abc0001582,1607,-29081.235,715,0
abc0001582,1607,16215.87,1011,0
abc0001583,1607,0.0,1260,0
abc0001584,1607,0.0,1260,0
abc0001585,1607,0.0,1260,0
abc0001586,1607,0.0,1260,0
abc0001587,1607,0.0,1260,1
abc0001588,1607,0.0,1260,1
abc0001589,1607,0.0,1260,1
abc0001590,1606,0.0,1260,1
abc0001591,1606,0.0,1260,1
abc0001592,1606,-131611.16530000002,364,0
abc0001593,1606,-21.4,1260,1
abc0001594,1606,0.0,1260,1
abc0001595,1606,0.0,1260,1
abc0001596,1606,0.0,1260,1
abc0001597,1606,0.0,1260,1
abc0001598,1605,0.0,1260,1
abc0001599,1605,0.0,1260,1
abc0001600,1605,1048.9,1260,1
abc0001600,1605,0.0,1260,1
abc0001601,1605,0.0,1260,1
abc0001602,1605,0.0,1260,1
abc0001603,1604,-94.69,1110,1
abc0001604,1604,0.0,1260,1
abc0001605,1604,0.0,1260,1
abc0001606,1604,0.0,1260,1
abc0001607,1604,-41.0,1260,1
abc0001608,1604,0.0,1260,1
abc0001609,1604,0.0,1260,1
abc0001609,1604,0.0,1260,1
abc0001610,1603,0.0,1260,1
abc0001611,1603,-41.5,1260,1
abc0001612,1603,0.0,1260,1
abc0001613,1603,0.0,1260,1
abc0001614,1602,0.0,1260,1
abc0001615,1602,0.0,1260,1
abc0001616,1602,0.0,1260,1
abc0001617,1602,0.0,1260,1
abc0001618,1602,0.0,1260,1
abc0001619,1601,0.0,1260,1
abc0001620,1601,0.0,1260,1
abc0001621,1600,0.5,1260,1
abc0001622,1600,-10.470000000000002,742,1
abc0001623,1600,0.0,1260,1
abc0001624,1600,0.0,1260,1
abc0001625,1599,0.0,1260,1
abc0001626,1599,0.0,1260,1
abc0001627,1599,-102.01000000000002,1260,1
abc0001628,1599,-36.73,1260,1
abc0001629,1599,0.0,1260,1
abc0001630,1598,0.0,1260,1
abc0001631,1598,0.0,1260,1
abc0001632,1598,0.0,1260,1
abc0001633,1598,0.0,1260,1
abc0001634,1598,0.0,1260,1
abc0001635,1597,-63359196.11000001,356,0
abc0001636,1597,0.0,1260,1
abc0001637,1596,0.0,1260,1
abc0001638,1596,0.0,1260,1
abc0001639,1596,0.0,1260,1
abc0001640,1596,0.0,1260,1
abc0001641,1596,0.0,1260,1
abc0001642,1596,0.0,1260,1
abc0001642,1596,0.0,1260,1
abc0001643,1596,0.0,1260,1
abc0001644,1596,0.0,1260,1
abc0001645,1595,0.0,1260,1
abc0001646,1595,0.0,1260,1
abc0001647,1595,0.0,1260,1
abc0001648,1594,0.0,1260,1
abc0001649,1594,0.0,1260,1
abc0001655,1593,0.0,1260,1
abc0001656,1593,0.0,1260,1
abc0001657,1592,0.0,1260,1
abc0001658,1592,0.0,1260,1
abc0001659,1592,0.0,1260,1
abc0001660,1592,0.0,1260,1
abc0001661,1592,0.0,1260,1
abc0001662,1592,0.0,1260,1
abc0001663,1591,0.0,1260,1
abc0001664,1591,-6487.57,1260,1
abc0001665,1591,0.0,1260,1
abc0001666,1591,-200.88,1110,1
abc0001667,1591,0.0,1260,1
abc0001668,1591,0.0,1260,1
abc0001669,1591,0.0,1260,1
abc0001670,1591,-119.61,1260,1
abc0001671,1591,0.0,1260,1
abc0001672,1591,-109.13,1260,1
abc0001673,1591,0.0,1260,1
abc0001674,1591,0.0,1260,1
abc0001675,1591,0.0,1260,1
abc0001676,1591,0.0,1260,1
abc0001676,1591,0.0,1260,1
abc0001677,1590,0.0,1260,1
abc0001678,1590,0.0,1260,1
abc0001679,1590,0.0,1260,1
abc0001680,1590,0.0,1260,1
abc0001681,1590,0.0,1260,1
abc0001681,1590,493.0,1260,1
abc0001682,1589,0.0,1260,1
abc0001683,1589,0.0,1260,1
abc0001684,1589,0.0,1260,1
abc0001685,1589,0.0,1260,1
abc0001686,1589,0.0,1260,1
abc0001687,1589,0.0,1260,1
abc0001688,1588,0.0,1260,1
abc0001689,1588,-1861.05,1179,1
abc0001690,1587,0.0,1260,1
abc0001691,1587,0.0,1260,1
abc0001692,1587,-40266.21799999999,715,1
abc0001693,1586,0.0,1260,1
abc0001693,1586,0.0,1260,1
abc0001694,1586,0.0,1260,1
abc0001695,1586,0.0,1260,1
abc0001696,1586,0.0,1260,1
abc0001697,1586,0.0,1260,1
abc0001698,1586,0.0,1260,1
abc0001699,1586,0.0,1260,1
abc0001701,1585,0.0,1260,0
abc0001702,1585,0.0,1260,1
abc0001703,1585,0.0,1260,1
abc0001704,1585,0.0,1260,1
abc0001704,1585,0.0,1260,1
abc0001705,1584,0.0,1260,1
abc0001706,1584,0.0,1260,1
abc0001707,1584,0.0,1260,1
abc0001708,1584,0.0,1260,1
abc0001709,1583,0.0,1260,1
abc0001710,1583,0.0,1260,1
abc0001711,1583,0.0,1260,1
abc0001712,1583,0.0,1260,1
abc0001713,1583,0.0,1260,1
abc0001714,1583,9725.2,1195,1
abc0001714,1583,-110.0,1260,1
abc0001715,1582,0.0,1260,1
abc0001715,1582,0.0,1260,1
abc0001716,1582,0.0,1260,1
abc0001717,1582,0.0,1260,1
abc0001718,1581,0.0,1260,1
abc0001719,1581,0.0,1260,1
abc0001720,1581,0.0,1260,1
abc0001721,1581,0.0,1260,1
abc0001722,1581,0.0,1260,1
abc0001723,1581,0.0,1260,1
abc0001724,1580,0.0,1260,1
abc0001725,1580,0.0,1260,1
abc0001726,1580,0.0,1260,1
abc0001727,1580,0.0,1260,1
abc0001728,1580,0.0,1260,1
abc0001729,1580,0.0,1260,1
abc0001729,1580,0.0,1260,1
abc0001730,1580,0.1,1260,1
abc0001730,1580,0.0,1260,1
abc0001731,1579,0.0,1260,1
abc0001732,1579,-5.2624,455,0
abc0001733,1579,0.0,1260,1
abc0001734,1579,0.0,1260,1
abc0001735,1577,364.7791,396,0
abc0001736,1577,0.0,1260,1
abc0001737,1577,0.25,1260,1
abc0001738,1577,0.0,1260,1
abc0001738,1577,0.0,1260,1
abc0001739,1576,10.0,1260,1
abc0001739,1576,1.01,1260,1
abc0001740,1576,0.0,1260,1
abc0001741,1576,0.0,1260,1
abc0001742,1576,0.0,1260,1
abc0001743,1576,0.0,1260,0
abc0001744,1576,0.0,1260,1
abc0001745,1576,0.0,1260,1
abc0001746,1575,0.0,1260,0
abc0001747,1575,0.0,1260,1
abc0001748,1574,0.0,1260,1
abc0001749,1573,0.0,1260,1
abc0001750,1573,0.0,1260,1
abc0001751,1573,0.0,1260,1
abc0001752,1573,0.0,1260,1
abc0001753,1572,0.0,1260,1
abc0001754,1572,0.0,1260,1
abc0001755,1572,0.0,1260,1
abc0001756,1572,0.0,1260,1
abc0001757,1572,0.0,1260,1
abc0001758,1572,10.5,1260,1
abc0001759,1571,19932.4,1260,1
abc0001759,1571,48.5,1260,1
abc0001760,1571,0.0,1260,1
abc0001760,1571,0.0,1260,1
abc0001761,1571,0.0,1260,1
abc0001762,1571,0.0,1260,1
abc0001763,1570,0.0,1260,1
abc0001764,1570,0.0,1260,1
abc0001765,1569,-45911.2,1260,0
abc0001766,1569,0.0,1260,1
abc0001767,1569,0.0,1260,1
abc0001768,1569,0.0,1260,1
abc0001769,1568,0.0,1260,1
abc0001770,1568,0.0,1260,1
abc0001771,1568,0.0,1260,1
abc0001772,1568,0.0,1260,1
abc0001773,1568,0.0,1260,1
abc0001774,1567,0.0,1260,1
abc0001775,1567,0.0,1260,1
abc0001776,1567,0.0,1260,1
abc0001777,1567,0.0,1260,1
abc0001778,1567,0.0,1260,1
abc0001779,1567,0.0,1260,1
abc0001780,1567,0.0,1260,1
abc0001781,1567,0.0,1260,1
abc0001782,1566,0.0,1260,1
abc0001783,1566,0.0,1260,1
abc0001784,1565,0.0,1260,1
abc0001785,1565,0.0,1260,1
abc0001786,1565,0.0,1260,1
abc0001787,1565,0.0,1260,1
abc0001788,1564,0.0,1260,1
abc0001789,1564,0.0,1260,1
abc0001790,1564,0.0,1260,1
abc0001791,1563,0.0,1260,1
abc0001792,1563,0.0,1260,1
abc0001793,1563,0.0,1260,1
abc0001794,1563,0.0,1260,1
abc0001795,1563,0.0,1260,1
abc0001796,1563,0.0,1260,1
abc0001797,1563,0.0,1260,1
abc0001798,1563,0.0,1260,1
abc0001799,1563,0.0,1260,1
abc0001800,1563,0.0,1260,1
abc0001801,1563,0.0,1260,1
abc0001802,1562,0.0,1260,1
abc0001803,1562,1294.34,1260,1
abc0001803,1562,0.0,1260,1
abc0001804,1562,0.0,1260,1
abc0001805,1561,-90733.1941,358,0
abc0001806,1561,0.0,1260,1
abc0001807,1560,0.0,1260,1
abc0001808,1559,0.0,1260,1
abc0001809,1559,0.0,1260,1
abc0001810,1558,0.0,1260,1
abc0001811,1558,0.0,1260,1
abc0001812,1558,0.0,1260,1
abc0001813,1558,274.18,927,0
abc0001814,1558,0.0,1260,1
abc0001814,1558,0.0,1260,1
abc0001815,1558,905.84,1260,1
